"home_name","url","licensee","home_type","beds","additional_information","status","inspections"
"UKRAINIAN CANADIAN CARE CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2809","St. Demetrius (Ukrainian Catholic) Development Corporation","Non-Profit",152,"","Open",13
"UNION VILLA","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=C574","Unionville Home Society","Non-Profit",160,"","Open",42
"UNITED MENNONITE HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2951","United Mennonite Home For The Aged","Non-Profit",128,"","Open",29
"UPPER CANADA LODGE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M587","The Regional Municipality Of Niagara","Municipal",80,"","Open",21
"VALLEY MANOR NURSING HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2675","Valley Manor Inc.","Non-Profit",90,"","Open",21
"VALLEY PARK LODGE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2737","955464 Ontario Limited","For-Profit",65,"","Open",29
"VALLEY STREAM MANOR","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2978","Valley Stream Manor Inc.","For-Profit",0,"CLOSED as of March 31, 2013","Closed",11
"VALLEYVIEW HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M628","The Corporation Of The City Of St. Thomas","Municipal",136,"","Open",33
"VALLEYVIEW RESIDENCE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2954","Advent Health Care Corporation","Non-Profit",174,"","Open",55
"VERA M. DAVIS COMMUNITY CARE CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2734","Peel Housing Corporation","Non-Profit",64,"","Open",13
"VERMONT SQUARE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2575","Vermont Square Ltc Inc. As General Partner Of Vermont Square Ltc Limited Partnership","For-Profit",130,"","Open",20
"VICTORIA GARDENS LONG TERM CARE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2806","Mirdem Nursing Homes Ltd.","For-Profit",76,"","Open",18
"VICTORIA MANOR HOME FOR THE AGED","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M589","The Corporation Of The City Of Kawartha Lakes","Municipal",166,"","Open",42
"VICTORIA VILLAGE MANOR","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2914","Victoria Village Inc.","Non-Profit",128,"","Open",34
"VILLA COLOMBO HOMES FOR THE AGED","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=C577","Villa Colombo Homes For The Aged Inc.","Non-Profit",391,"","Open",63
"VILLA COLOMBO SENIORS CENTRE (VAUGHAN)","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2969","Villa Colombo Seniors Centre (Vaughan) Inc.","Non-Profit",160,"","Open",49
"VILLA FORUM","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2855","Villa Forum","Non-Profit",160,"","Open",36
"VILLA LEONARDO GAMBIN","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2947","Friuli Long Term Care","Non-Profit",168,"","Open",36
"VILLA MARCONI","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2818","Villa Marconi Long Term Care Center","Non-Profit",128,"","Open",57
"VILLA MINTO","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2815","The Lady Minto Hospital At Cochrane","Non-Profit",33,"","Open",21
"VILLAGE ON THE RIDGE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2765","Revera Long Term Care Inc.","For-Profit",40,"","Open",13
"VISION '74 INC.","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2659","Vision '74 Inc.","Non-Profit",146,"","Open",41
"WARKWORTH PLACE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2803","Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)","For-Profit",60,"","Open",23
"WATERS EDGE CARE COMMUNITY","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2598","2063414 Ontario Limited As General Partner Of 2063414 Investment Lp","For-Profit",148,"","Open",41
"WATFORD QUALITY CARE CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2652","Qcc Corp.","For-Profit",63,"","Open",16
"WELLESLEY CENTRAL PLACE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2959","Drs. Paul And John Rekai Centre","Non-Profit",150,"","Open",36
"WELLINGTON HOUSE NURSING HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2807","Arch Long Term Care Lp By Its General Partner, Arch Long Term Care Mgp, By Its Partners, Arch Long Term Care Gp Inc. And Arch Capital Management Corporation","For-Profit",60,"","Open",55
"WELLINGTON PARK CARE CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=1023","Rykka Care Centres Lp","For-Profit",132,"","Open",41
"WELLINGTON TERRACE LONG-TERM CARE HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M629","Corporation Of The County Of Wellington","Municipal",176,"","Open",20
"WENTWORTH LODGE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M592","City Of Hamilton","Municipal",160,"","Open",21
"WESBURN MANOR","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M612","Toronto Long-term Care Homes And Services","Municipal",192,"","Open",65
"WEST LAKE TERRACE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=0997","0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership","For-Profit",47,"","Open",22
"WEST OAK VILLAGE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2870","Axr Operating (National) Lp","For-Profit",133,"","Open",35
"WEST PARK HEALTH CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=1500","Cvh (No.1) Lp","For-Profit",101,"","Open",54
"WEST PARK LONG TERM CARE CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2848","West Park Healthcare Centre","Non-Profit",200,"","Open",68
"WESTGATE LODGE NURSING HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2623","Crown Ridge Health Care Services Inc.","For-Profit",88,"","Open",46
"WESTHILLS CARE CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=3058","Westhills Care Centre Inc.","Municipal",160,"","Open",0
"WESTMOUNT GARDENS LONG TERM CARE HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2878","Steeves & Rozema Enterprises Limited","For-Profit",160,"","Open",94
"WESTON TERRACE CARE COMMUNITY","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2874","2063414 Ontario Limited As General Partner Of 2063414 Investment Lp","For-Profit",224,"","Open",43
"WESTSIDE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2663","Revera Long Term Care Inc.","For-Profit",242,"","Open",53
"WIIGWAS ELDER AND SENIOR CARE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2620","Wiigwas Elder And Senior Care","Non-Profit",96,"","Open",57
"WIKWEMIKONG NURSING HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=1856","Wikwemikong Nursing Home Limited","Non-Profit",59,"","Open",53
"WILDWOOD CARE CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2802","Wildwood Care Centre Inc.","For-Profit",60,"","Open",25
"WILKES TERRACE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=3040","North Of Superior Healthcare Group","Non-Profit",22,"","Open",4
"WILLIAM A. ""BILL"" GEORGE EXTENDED CARE FACILITY","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2785","Sioux Lookout Meno-ya-win Health Centre","Non-Profit",20,"","Open",9
"WINBOURNE PARK","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2871","Axr Operating (National) Lp","For-Profit",110,"","Open",43
"WOODBRIDGE VISTA CARE COMMUNITY","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2945","2063414 Ontario Limited As General Partner Of 2063414 Investment Lp","For-Profit",224,"","Open",70
"WOODHALL PARK CARE COMMUNITY","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2928","Specialty Care / Woodhall Park Inc.","For-Profit",147,"","Open",40
"WOODINGFORD LODGE - INGERSOLL","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M614","County Of Oxford","Municipal",34,"","Open",18
"WOODINGFORD LODGE - TILLSONBURG","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M615","County Of Oxford","Municipal",34,"","Open",12
"WOODINGFORD LODGE - WOODSTOCK","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M632","County Of Oxford","Municipal",160,"","Open",41
"WOODLAND VILLA","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2743","0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership","For-Profit",119,"","Open",48
"WOODS PARK CARE CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2821","Woods Park Care Centre Inc.","For-Profit",123,"","Open",29
"WYNDHAM MANOR LONG TERM CARE CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2910","Halton Healthcare Ltc Inc.","Non-Profit",128,"","Open",34
"YEE HONG CENTRE - MARKHAM","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2876","Yee Hong Centre For Geriatric Care","Non-Profit",200,"","Open",10
"YEE HONG CENTRE - MISSISSAUGA","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2920","Yee Hong Centre For Geriatric Care","Non-Profit",200,"","Open",27
"YEE HONG CENTRE - SCARBOROUGH FINCH","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2934","Yee Hong Centre For Geriatric Care","Non-Profit",250,"","Open",16
"YEE HONG CENTRE - SCARBOROUGH MCNICOLL","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2801","Yee Hong Centre For Geriatric Care","Non-Profit",155,"","Open",11
"YORK REGION MAPLE HEALTH CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M605","The Regional Municipality Of York","Municipal",100,"","Open",23
"YORK REGION NEWMARKET HEALTH CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M534","The Regional Municipality Of York","Municipal",132,"","Open",27
